date,VIS@KAU.M,VISUS@KAU.M,VISUSW@KAU.M,VISUSE@KAU.M,VISJP@KAU.M,VISRES@KAU.M,VLOS@KAU.M,VDAY@KAU.M,PRM@KAU.M,OCUP%@KAU.M,RMRV@KAU.M,VEXP@KAU.M
1989-01-01,,,,,,,,,89.57775515684946,73.94505741257034,,
1989-02-01,,,,,,,,,89.75779225947451,72.7196122019279,,
1989-03-01,,,,,,,,,88.8993938085658,73.21433360802975,,
1989-04-01,,,,,,,,,93.16797912562618,70.16263340244548,,
1989-05-01,,,,,,,,,92.07224756078644,67.63194306163967,,
1989-06-01,,,,,,,,,91.29009776837023,70.62794139921965,,
1989-07-01,,,,,,,,,95.27707166858622,72.36689319453501,,
1989-08-01,,,,,,,,,94.39564568978204,72.06540782843722,,
1989-09-01,,,,,,,,,92.19184893749558,70.68860662054875,,
1989-10-01,,,,,,,,,91.7443625230149,68.67077309222523,,
1989-11-01,,,,,,,,,92.34080584893337,69.04418184357085,,
1989-12-01,,,,,,,,,94.8749996525153,71.96261633485014,,
1990-01-01,103.45896492716683,83.4559429178624,,,,,,,95.73312398718193,69.2191251043366,,
1990-02-01,100.63868014485826,81.6738070657727,,,,,,,92.96270794491377,69.47183071861278,,
1990-03-01,100.23589436536606,83.0339352760694,,,,,,,91.34956854793266,69.57254293862519,,
1990-04-01,104.33913816374223,88.77166880910184,,,,,,,91.12566732288292,69.75571454582087,,
1990-05-01,101.80570256261748,84.25445449136546,,,,,,,89.83223067848354,68.44963924499409,,
1990-06-01,103.63346799116358,83.85561510922723,,,,,,,91.06144093548134,66.08474722408532,,
1990-07-01,105.80973552345563,86.38487312913671,,,,,,,91.18015525644762,68.08195750744521,,
1990-08-01,105.82061219968045,84.01258183628163,,,,,,,91.11500950324213,66.9789403016618,,
1990-09-01,97.83492478438237,79.51435609554945,,,,,,,91.0031806854813,65.87326290390153,,
1990-10-01,102.16768234876244,80.00617481650123,,,,,,,92.57027316313567,66.1410817523627,,
1990-11-01,102.13958789163341,79.30357443264268,,,,,,,93.63423638769518,65.39036153566673,,
1990-12-01,100.96515242986875,77.7566160204894,,,,,,,92.75240558712186,62.08079622248724,,
1991-01-01,96.3106004832441,77.00206440419142,,,11.477101742008191,7.831434337044496,,,94.97645683198306,60.96916565606329,,
1991-02-01,82.18536495508428,68.74208283775415,,,5.531887964332519,7.9113941529976195,,,90.61268110046112,50.04253428044613,,
1991-03-01,91.53702041067419,75.32981260449878,,,5.331049284133018,10.876158522042383,,,91.90578646186782,53.41023510836758,,
1991-04-01,102.17479550240144,84.85574358465567,,,7.442611134578171,9.876440783167597,,,92.66253757998892,61.57390734831316,,
1991-05-01,100.98099943209772,81.7836578299166,,,7.871252406272537,11.326089195908587,,,93.65701131386672,61.69232632945408,,
1991-06-01,102.48395673318123,82.41562674913179,,,8.509657487068093,11.558672496981345,,,94.55787392708612,65.71246633441432,,
1991-07-01,106.35860310018234,86.80340845307097,,,11.733022149399496,7.822172497711881,,,99.46269343062282,66.4132927893641,,
1991-08-01,106.66807917098697,89.2956686827575,,,10.421619430898112,6.950791057331371,,,96.62106657446517,65.52391443999333,,
1991-09-01,103.07359202953555,83.76510754875186,,,10.282814715028547,9.025669765755136,,,96.39437953535045,65.73208981383732,,
1991-10-01,97.89460429985508,78.49930307127002,,,9.188666394784457,10.20663483380059,,,98.20109805582,61.60020278635065,,
1991-11-01,93.0459445600825,72.27058892896811,,,10.06375068490715,10.711604946207242,,,99.14964634971278,62.341779262145174,,
1991-12-01,99.61277001114284,80.18263530503312,,,9.296566606589726,10.133568099520009,,,102.58876883877488,64.28808585125088,,
1992-01-01,91.05307031099905,67.98714090396244,,,9.30377272757432,13.762156679462278,5.507549530589998,501.47929465012083,104.32217440233727,62.638596312291874,,
1992-02-01,90.74398308950427,66.74913740379779,,,9.747683802021434,14.247161883685036,5.1720760768850065,469.3347840584826,104.59198436518072,61.929007394873715,,
1992-03-01,89.88543658839191,67.31263133808754,,,8.56643737028105,14.006367880023317,4.61383223330123,414.7163246358764,101.4127649219055,60.12974095036478,,
1992-04-01,86.3701096600592,64.85015614861756,,,8.477166524801698,13.042786986639939,4.537288991714107,391.88614777372686,95.72179860921014,63.288788395723756,,
1992-05-01,81.23438271686645,59.93530599314796,,,9.349505781536312,11.949570942182177,4.4495614382897415,361.4573768002396,91.91149386077468,65.44236878685622,,
1992-06-01,76.94503377661658,57.533693026201526,,,8.6535733647194,10.757767385695658,4.382977074680472,337.24831905342506,90.66768931646,65.38661311971167,,
1992-07-01,68.98231819344149,51.25669423676742,,,8.342884944775037,9.38273901189903,7.0792663848946304,488.34420633893563,86.65182845169485,67.46288500336749,,
1992-08-01,63.89104666770292,46.67486461087164,,,8.887829746028864,8.328352310802424,7.201794449635995,460.1301852728972,83.06382183582932,69.47641622244318,,
1992-09-01,65.62855479639464,48.334469715616244,,,9.5795212542256,7.714563826552793,7.017220813994037,460.5300607096086,79.11014731536474,78.46263749544376,,
1992-10-01,60.352605452963715,43.591496493553734,,,9.88164902250642,6.879459936903557,6.952395298404647,419.5951703976556,73.57020757485662,80.07438148799919,,
1992-11-01,55.6631846070172,40.15757707830811,,,9.293947724878914,6.211659803830183,6.974788254799675,388.23892622176965,71.7447538286309,81.46449030233465,,
1992-12-01,50.980616977758565,36.26123305106793,,,9.536027736650967,5.183356190039666,6.857205401020852,349.58456208726136,67.40133551775519,79.7440745285897,,
1993-01-01,45.317136030848886,31.832089323032633,,,8.031331844658306,5.453714863157946,5.430751314994199,246.10609609130356,58.11311557801698,77.7680035566301,,
1993-02-01,39.000203454971285,27.3256879634152,,,7.854264226797878,3.8202512647582036,5.461949763046585,213.017152019649,56.79679592188791,73.71393805642239,,
1993-03-01,38.1050451322335,26.26836369762043,,,8.087066258228248,3.74961517638482,5.277606442104182,201.10343166654613,57.67306702101686,76.3314379979262,,
1993-04-01,38.88542715361111,25.857270294159196,,,7.930926914923442,5.097229944528474,5.094171882631729,198.08904965005007,60.45707819631149,76.18150662072456,,
1993-05-01,43.2339571925442,29.074544441058233,,,7.416257917112234,6.743154834373733,5.001482831834773,216.23389465078932,62.53502017768289,75.2639315602646,,
